Time (ms),-200 pA,-150 pA,-100 pA,-50 pA,0 pA
1211.0999755859,-48.828125,-45.166015625,-49.1333007813,-38.7573242188,-49.1333007813
1211.1999511719,-46.38671875,-46.0815429688,-48.828125,-40.283203125,-48.828125
1211.3000488281,-46.9970703125,-46.38671875,-49.4384765625,-40.5883789063,-49.1333007813
1211.4000244141,-47.607421875,-46.0815429688,-48.828125,-40.5883789063,-48.828125
1211.5,-46.6918945313,-45.7763671875,-49.1333007813,-40.8935546875,-48.2177734375
1211.5999755859,-47.607421875,-46.6918945313,-49.7436523438,-39.9780273438,-48.5229492188
1211.6999511719,-47.9125976563,-46.6918945313,-47.9125976563,-39.0625,-48.2177734375
1211.8000488281,-46.38671875,-43.9453125,-48.2177734375,-39.3676757813,-48.828125
1211.9000244141,-46.9970703125,-46.9970703125,-48.5229492188,-40.283203125,-50.048828125
1212,-46.6918945313,-46.38671875,-49.4384765625,-39.6728515625,-49.7436523438
1212.0999755859,-46.0815429688,-45.7763671875,-48.5229492188,-39.0625,-49.1333007813
1212.1999511719,-46.9970703125,-46.6918945313,-48.2177734375,-39.0625,-47.9125976563
1212.3000488281,-46.6918945313,-45.4711914063,-49.1333007813,-39.0625,-48.828125
1212.4000244141,-46.6918945313,-46.38671875,-48.5229492188,-40.5883789063,-49.1333007813
1212.5,-46.38671875,-46.38671875,-48.2177734375,-39.9780273438,-49.1333007813
1212.5999755859,-46.38671875,-46.38671875,-48.2177734375,-40.283203125,-48.828125
1212.6999511719,-47.3022460938,-45.4711914063,-48.2177734375,-40.8935546875,-48.5229492188
1212.8000488281,-46.38671875,-46.38671875,-49.4384765625,-38.7573242188,-49.1333007813
1212.9000244141,-47.607421875,-46.0815429688,-47.9125976563,-39.9780273438,-49.7436523438
1213,-47.3022460938,-45.7763671875,-49.1333007813,-39.0625,-48.828125
1213.0999755859,-47.3022460938,-47.607421875,-47.9125976563,-40.5883789063,-49.1333007813
1213.1999511719,-46.0815429688,-45.4711914063,-48.828125,-38.7573242188,-48.5229492188
1213.3000488281,-46.6918945313,-46.38671875,-47.3022460938,-38.4521484375,-50.048828125
1213.4000244141,-46.6918945313,-45.7763671875,-48.2177734375,-40.5883789063,-49.1333007813
1213.5,-46.6918945313,-45.7763671875,-49.4384765625,-40.283203125,-48.828125
1213.5999755859,-46.9970703125,-46.38671875,-47.9125976563,-38.4521484375,-48.5229492188
1213.6999511719,-47.607421875,-44.8608398438,-48.2177734375,-38.7573242188,-49.4384765625
1213.8000488281,-46.38671875,-46.9970703125,-48.828125,-39.9780273438,-48.828125
1213.9000244141,-46.9970703125,-45.166015625,-47.607421875,-37.841796875,-47.9125976563
1214,-46.9970703125,-46.9970703125,-47.607421875,-38.7573242188,-49.1333007813
1214.0999755859,-47.607421875,-44.8608398438,-48.828125,-41.1987304688,-48.828125
1214.1999511719,-46.9970703125,-46.38671875,-47.9125976563,-38.4521484375,-48.2177734375
1214.3000488281,-46.6918945313,-45.7763671875,-49.1333007813,-38.4521484375,-49.4384765625
1214.4000244141,-46.9970703125,-46.38671875,-48.2177734375,-39.6728515625,-49.1333007813
1214.5,-46.9970703125,-46.9970703125,-48.5229492188,-38.7573242188,-47.3022460938
1214.5999755859,-46.0815429688,-45.4711914063,-48.5229492188,-38.7573242188,-48.5229492188
1214.6999511719,-46.0815429688,-45.4711914063,-47.9125976563,-38.7573242188,-49.4384765625
1214.8000488281,-46.6918945313,-45.7763671875,-47.3022460938,-39.9780273438,-47.607421875
1214.9000244141,-46.9970703125,-45.7763671875,-48.2177734375,-39.6728515625,-48.828125
1215,-45.7763671875,-46.6918945313,-47.9125976563,-39.3676757813,-48.2177734375
1215.0999755859,-46.6918945313,-46.38671875,-47.607421875,-39.6728515625,-47.607421875
1215.1999511719,-46.38671875,-46.38671875,-48.5229492188,-38.7573242188,-48.2177734375
1215.3000488281,-46.6918945313,-46.6918945313,-46.9970703125,-38.7573242188,-47.9125976563
1215.4000244141,-46.6918945313,-46.38671875,-48.5229492188,-39.0625,-48.5229492188
1215.5,-46.38671875,-46.38671875,-48.5229492188,-39.0625,-48.2177734375
1215.5999755859,-47.9125976563,-45.7763671875,-48.2177734375,-39.9780273438,-47.9125976563
1215.6999511719,-46.6918945313,-46.0815429688,-46.9970703125,-38.7573242188,-48.5229492188
1215.8000488281,-46.6918945313,-45.4711914063,-47.9125976563,-38.7573242188,-47.9125976563
1215.9000244141,-46.0815429688,-45.7763671875,-47.607421875,-39.3676757813,-47.607421875
1216,-46.38671875,-44.8608398438,-48.828125,-39.0625,-47.607421875
1216.0999755859,-46.38671875,-46.0815429688,-48.828125,-39.0625,-48.5229492188
